"Writter"	"Year"	"AvgAS"	"AvgCS"
"Erik Bergquist"	2001	59.3032861018993	57.3920711486283
"Erik Gandini"	2009	59.3002260738508	57.3935192162773
"Erik Jendresen"	2002	59.2992766726944	57.3924050632911
"Erik Jendresen"	2007	59.295916829893	57.3887298478228
"Erik Jendresen"	2011	59.2907502259717	57.3829466706839
"Erik Lindsay"	2006	59.2910076818798	57.3743033589396
"Erik Linthorst"	2012	59.2893072289157	57.3697289156626
"Erik Matti"	2013	59.2937810570697	57.3761481704563
"Erik Nelson"	2012	59.2917795844625	57.3712737127371
"Erik Orsenna"	1992	59.2954990215264	57.3733253048322
"Erik Parker"	2014	59.2992173389524	57.3797411198073
"Erik Sharkey"	2013	59.300978179082	57.3786305492852
"Erik Skjoldbjaerg"	1998	59.3036412879928	57.3845922359314
"Erik Skjoldbjaerg"	2014	59.2995336241914	57.3839326011735
"Erik Sommers"	2017	59.3112781954887	57.3968421052632
"Erik Stolhanske"	2002	59.3158923470155	57.3934746654638
"Erik Stolhanske"	2004	59.3134395670475	57.3892062537583
"Erik Stolhanske"	2006	59.3157973846385	57.3867428227867
"Erik Stolhanske"	2009	59.3137962128043	57.3833784189961
"Erik Tarloff"	1989	59.3132512019231	57.3811598557692
"Erin Bethea"	2016	59.3135045816434	57.3785488958991
"Erin Cressida Wilson"	2002	59.3169119855813	57.3814959447281
"Erin Cressida Wilson"	2006	59.3174650848476	57.3776843369875
"Erin Cressida Wilson"	2010	59.3144144144144	57.3767267267267
"Erin Cressida Wilson"	2014	59.3121152980033	57.3729169794325
"Erin Cressida Wilson"	2016	59.310567397178	57.3709096367457
"Erin Dignam"	2017	59.3069188053429	57.3630496773225
"Erin Faith Young"	2012	59.3104741896759	57.3611944777911
"Erin Gruwell"	2007	59.3146286571643	57.3630907726932
"Eriq La Salle"	2002	59.3136813681368	57.3619861986199
"Ermanno Olmi"	1979	59.3178341082946	57.368381580921
"Ernest 'Tron' Anderson"	2002	59.3198860227954	57.3597780443911
"Ernest Anderson"	2002	59.3219373219373	57.3511770880192
"Ernest Cline"	2008	59.3215892053973	57.3473763118441
"Ernest K. Gann"	1954	59.3215409983511	57.3425273572178
"Ernest Kinoy"	1987	59.3207434052758	57.3382793764988
"Ernest Lehman"	1954	59.3272400359604	57.3497153131555
"Ernest Lehman"	1956	59.3349310964649	57.3591971240264
"Ernest Lehman"	1957	59.3398232739254	57.3652838100944
"Ernest Lehman"	1959	59.3450134770889	57.371668164121
"Ernest Lehman"	1960	59.3448120976194	57.3675699955083
"Ernest Lehman"	1961	59.348502994012	57.3730538922156
"Ernest Lehman"	1965	59.3532405328544	57.3773387217482
"Ernest Lehman"	1966	59.3579766536965	57.3829691709069
"Ernest Lehman"	1969	59.3604668562023	57.3805177315577
"Ernest Lehman"	1977	59.3611609814482	57.3825553560742
"Ernest Pagano"	1937	59.3649962602842	57.3871353777113
"Ernest Pascal"	1939	59.36838169309	57.3935088244092
"Ernest R. Dickerson"	1992	59.3729624644833	57.3967399431733
"Ernest Riera"	2016	59.3684210526316	57.3936901913876
"Ernest Riera"	2017	59.3649274928988	57.3933323366721
"Ernest Thompson"	1981	59.3690582959641	57.3985052316891
"Ernest Thompson"	1988	59.3655656852488	57.3973994918547
"Ernest Tidyman"	1971	59.3709846107874	57.4081876587479
"Ernest Tidyman"	1973	59.374813265611	57.4139527935465
"Ernest Vajda"	1934	59.3766990291262	57.4159820761762
"Ernesto Gastaldi"	1973	59.3763440860215	57.4138291517324
"Ernesto M. Foronda"	2002	59.3792743019262	57.4173510527102
"Ernie Barbarash"	2014	59.3780232905345	57.4099731263064
"Ernie Bradford"	2011	59.3743842364532	57.4061800268697
"Ernie Contreras"	1994	59.3726865671642	57.4002985074627
"Ernie Contreras"	1997	59.3736755708103	57.3994926130428
"Ernie Fosselius"	2009	59.3749626977022	57.4033124440466
"Eron Sheean"	2012	59.371624645681	57.3984782933015
"Eron Sheean"	2013	59.3690334128878	57.4011038186158
"Errol Morris"	1988	59.3736017897092	57.4074571215511
"Errol Morris"	2008	59.3763793617656	57.4106770056666
"Errol Morris"	2014	59.3779633219025	57.4144923214552
"Erwin C. Dietrich"	1959	59.3819320214669	57.4208407871199
"Erwin S. Gelsey"	1933	59.3803845580563	57.4271873602623
"Eshom Nelms"	2018	59.3821162444113	57.429955290611
"Eski Thomas"	1999	59.3845924601401	57.4310832960811
"Eskil Vogt"	2012	59.3879618593564	57.436978545888
"Eskil Vogt"	2015	59.3901385371667	57.4424251452406
"Eskil Vogt"	2016	59.3890378313971	57.4447423294608
"Eskil Vogt"	2017	59.3915115413254	57.4500372300819
"Esta Spalding"	2004	59.3898153662895	57.4480345443717
"Esta Spalding"	2005	59.3907994640465	57.4488610987048
"Ester Krumbachova"	1970	59.3938672223876	57.4551949985115
"Esther Robinson"	2007	59.393957434142	57.4584015478494
"Etan Cohen"	2006	59.3940476190476	57.4611607142857
"Etan Cohen"	2008	59.3966081523356	57.4657839928593
"Etan Cohen"	2012	59.3981853339283	57.4673508850216
"Etgar Keret"	2008	59.3975312314099	57.4696609161214
"Ethan Coen"	1984	59.4017843866171	57.475092936803
"Ethan Coen"	1987	59.4055902468034	57.4800773119239
"Ethan Coen"	1990	59.4099286563615	57.4888525564804
"Ethan Coen"	1991	59.4143260514192	57.4938326645861
"Ethan Coen"	1994	59.4172362555721	57.4936106983655
"Ethan Coen"	1996	59.4220769573615	57.4988857524885
"Ethan Coen"	1998	59.42299123719	57.4969552948166
"Ethan Coen"	2000	59.4273834273834	57.4998514998515
"Ethan Coen"	2001	59.4310319227914	57.5033407572383
"Ethan Coen"	2003	59.4293349168646	57.5059382422803
"Ethan Coen"	2004	59.4267478105982	57.5055662757904
"Ethan Coen"	2007	59.4343374387891	57.5152099718059
"Ethan Coen"	2008	59.4350148367953	57.5183976261128
"Ethan Coen"	2009	59.4362854175938	57.5232161400386
"Ethan Coen"	2010	59.4400771284485	57.5287748442599
"Ethan Coen"	2013	59.4422363932968	57.5340352958624
"Ethan Coen"	2014	59.4438018979834	57.5330664294187
"Ethan Coen"	2015	59.4478873239437	57.5380281690141
"Ethan Coen"	2016	59.4455973910465	57.5420990216425
"Ethan Coen"	2017	59.4403438565288	57.5378686823774
"Ethan Gross"	2005	59.4398340248963	57.5318612922347
"Ethan Hawke"	2004	59.4445102978219	57.5374129500667
"Ethan Hawke"	2013	59.4478518518519	57.5434074074074
"Ethan Reiff"	1995	59.4485261442749	57.5405125166642
"Ethan Reiff"	2003	59.4453495260664	57.5353969194313
"Ethan Sandler"	2016	59.4399526136532	57.5373907892788
"Ethan Wiley"	1986	59.437962688777	57.5370151021617
"Ethan Wiley"	1987	59.4352331606218	57.5299777942265
"Ethan Wiley"	1998	59.4296921255181	57.5214624037892
"Ethel Hill"	1939	59.4327364214888	57.5259730649697
"Etienne Comar"	2011	59.4350399526487	57.531074282332
"Etienne Comar"	2018	59.4392661636337	57.5309957094245
"Ettore Scola"	1962	59.4443786982249	57.5352071005917
"Eugène Lourié"	1953	59.4454962283686	57.5406005028842
"Eugène Lourié"	1959	59.4411416740609	57.5350488021295
"Eugene Corr"	1997	59.4438858494751	57.5352654147568
"Eugene Hess"	2009	59.4376108811354	57.5326729745713
"Eugene Jarecki"	2006	59.4418329637842	57.5358462675536
"Eugene Jarecki"	2010	59.4405852793379	57.5370972509607
"Eugene Jarecki"	2012	59.4443623466824	57.5424855918428
"Eugene Levey"	1996	59.449024822695	57.5474290780142
"Eugene Levy"	1996	59.4536859211109	57.5523711035603
"Eugene Levy"	2000	59.4580502215657	57.5577548005908
"Eugene Levy"	2003	59.4603455914931	57.5621030866932
"Eugene Levy"	2006	59.4579149438866	57.5611340815121
"Eugene M. Gussenhoven"	2012	59.4531226930459	57.559279492101
"Eugene Solow"	1939	59.4568940064954	57.5655447298494
"Eugenia Bostwick-Singer"	1998	59.4606642066421	57.569741697417
"Eugenio Derbez"	2013	59.4650236127509	57.5693624557261
"Eugenio Martín"	1974	59.4639220894201	57.5692784417884
"Eva Vives"	2003	59.4673945116554	57.5749483623488
"Evan Archerd"	1986	59.4680631361558	57.5664552293849
"Evan Chandler"	1993	59.4712389380531	57.5650442477876
"Evan Daugherty"	2012	59.4701371479133	57.5636336823477
"Evan Daugherty"	2013	59.4656443526983	57.5567679150693
"Evan Daugherty"	2014	59.4670499778859	57.5543269939555
"Evan Dunsky"	1997	59.4604952830189	57.5540978773585
"Evan Glodell"	2011	59.4610169491525	57.5563743551953
"Evan Goldberg"	2007	59.4650751547303	57.560713233127
"Evan Goldberg"	2008	59.4670693973773	57.5622513628997
"Evan Goldberg"	2011	59.4646434885091	57.5601060695345
"Evan Goldberg"	2012	59.4631811487482	57.5577319587629
"Evan Goldberg"	2013	59.4648799882197	57.5613311736121
"Evan Goldberg"	2014	59.4631919905772	57.5603651354535
"Evan Goldberg"	2015	59.463418224643	57.5616075371706
"Evan Goldberg"	2016	59.4597498160412	57.5658572479765
"Evan Hunter"	1963	59.4632136550912	57.5715126545026
"Evan Johnson"	2015	59.4618213917905	57.5770192732088
"Evan Jones"	1962	59.4616063548102	57.5779641070903
"Evan Jones"	1965	59.4640388292396	57.584203559347
"Evan Jones"	1966	59.4661764705882	57.5861764705882
"Evan Jones"	1981	59.46787237171	57.5875606528452
"Evan Law"	2014	59.4608938547486	57.5802705086739
"Evan M. Weiner"	2011	59.456269292959	57.5785682787006
"Evan M. Wiener"	2011	59.451646090535	57.5768665490888
"Evan M. Wiener"	2015	59.444232182219	57.5713445995591
"Evan Randall Green"	2016	59.437995885983	57.5702321481046
"Evan Spiliotopoulos"	2003	59.433524313207	57.5645658880564
"Evan Spiliotopoulos"	2005	59.4347826086956	57.567714453584
"Evan Spiliotopoulos"	2009	59.4320751945954	57.5663092965193
"Evan Spiliotopoulos"	2014	59.4303964757709	57.5665198237885
"Evan Spiliotopoulos"	2016	59.428424607253	57.5605637938629
"Evan Spiliotopoulos"	2017	59.4315913094539	57.5625366999413
"Evan Susser"	2017	59.4288859533245	57.5579040070454
"Eve Ahlert"	2003	59.4268525311812	57.5550990462216
"Eve Greene"	1947	59.4289906103286	57.5583920187793
"Eve Guillou"	2011	59.4283409124248	57.5587501833651
"Eve Marson"	2016	59.4265180404811	57.5624816661778
"Evelyn Purcell"	2014	59.4204428801877	57.5553600234638
"Everardo Gout"	2015	59.4211143695015	57.5564516129032
"Everett De Roche"	1979	59.4222254801349	57.5597419733177
"Everett De Roche"	2008	59.4157138669012	57.5513046027558
"Everett Freeman"	1966	59.4178513850213	57.5501978601788
"Everett Greenbaum"	1966	59.4201348182884	57.5515826494725
"Evgenia Peretz"	2011	59.4189010989011	57.5531135531136
"Ewan Leslie"	2006	59.4217697040727	57.5509815411661
"Ewan McNicol"	2017	59.4246374688736	57.5571993555002
"Eyad Zahra"	2010	59.4232571763327	57.554920913884
"Eytan Fox"	2007	59.4268560550593	57.5542539171182
"Eytan Fox"	2015	59.4270863836018	57.5571010248902
"Eytan Rockaway"	2016	59.4276094276094	57.5554091641048
"Ezra D. Rappaport"	1987	59.426668618267	57.5531323185012
"Ezra Litwak"	1991	59.4222157178399	57.5476364700717
"Ezra Rappaport"	1987	59.4212759730758	57.5453614281533
"Ezra Sacks"	1986	59.4197512801756	57.5395757132407
"F. Scott Fitzgerald"	1938	59.4211527208894	57.5457870099473
"F. Scott Frazier"	2013	59.4169957583736	57.5419043440105
"F. Scott Frazier"	2017	59.4134249780638	57.5368528809593
"F. X. Feeney"	1999	59.4072232782571	57.5367743822196
"F.L. Green"	1947	59.4112573099415	57.5429824561404
"F.X. Feeney"	1999	59.4050577400965	57.5429030843444
"F.X. Maier"	1975	59.4066062554809	57.5422391113709
"Fab Filippo"	2014	59.4036241414584	57.5377758293146
"Fabián Bielinsky"	2004	59.4032729398013	57.5394506136762
"Fabián Bielinsky"	2006	59.4055514974434	57.5437545653762
"Fabián Casas"	2015	59.4040315512708	57.5483494011101
"Fabian Marquez"	2002	59.4068935300131	57.5517744997809
"Fabienne Berthaud"	2016	59.4053738317757	57.5521320093458
"Fabio Cavalli"	2013	59.407358738502	57.5570156227186
"Fabio Grassadonia"	2014	59.4055474452555	57.5605839416058
"Fabio Guaglione"	2017	59.4030068603124	57.5543716245804
"Fabio Resinaro"	2017	59.4004670169294	57.5481611208406
"Fabrice De Costil"	2016	59.4031810885743	57.553772070626
"Fabrice Du Welz"	2008	59.3990370586519	57.5531076743507
"Fabrice Ziolkowski"	2010	59.4027716994894	57.5579868708972
"Fabrizio De Andre"	2014	59.3976079346558	57.5495915985998
"Fabrizio De Andre"	2015	59.3911331486073	57.5417821204608
"Fabrizio Donvito"	2015	59.3937007874016	57.5453484981044
"Faith Conroy"	2014	59.3952471205715	57.5394372357487
"Famke Janssen"	2012	59.3913994169096	57.533527696793
"Fannie Flagg"	1991	59.3960064130593	57.5357819559831
"Fanny Burdino"	2017	59.397843194404	57.5403672398718
"Farah Khan"	2007	59.4004079848463	57.5429112632959
"Farhad Mann"	1996	59.3935023310023	57.5361305361305
"Farhad Yawari"	2000	59.3943190094683	57.5405680990532
"Farhan Akhtar"	2011	59.3960093212933	57.5431109816487
"Fatih Akin"	2009	59.3926023008592	57.540119411679
"Fatih Akin"	2010	59.3947291788002	57.5423704135119
"Fax Bahr"	1993	59.3945261318969	57.5370505168147
"Fax Bahr"	1994	59.3922852983988	57.5295487627365
"Fax Bahr"	1995	59.3874254111483	57.5211759569204
"Fax Bahr"	2003	59.3864959254948	57.5173166472643
"Fay Kanin"	1956	59.3851302197003	57.5118579950531
"Fay Kanin"	1958	59.3865289496654	57.5155659004946
"Fede Alvarez"	2013	59.3870545454545	57.5162181818182
"Fede Alvarez"	2016	59.3899069226294	57.5206515415939
"Federica Pontremoli"	2007	59.3901410498764	57.5240657263342
"Federica Pontremoli"	2012	59.3895027624309	57.5250072695551
"Federico Fellini"	1946	59.394243349324	57.5311818578282
"Federico Fellini"	1953	59.3986918604651	57.5373546511628
"Federico Fellini"	1957	59.4037203894783	57.5430896671995
"Federico Fellini"	1960	59.4081662307469	57.548823016565
"Federico Fellini"	1962	59.4108673543513	57.5513584192939
"Federico Fellini"	1963	59.4156013945381	57.5572341661825
"Federico Fellini"	1965	59.4193173565723	57.560639070443
"Federico Fellini"	1974	59.4237583502759	57.5654952076677
"Federico Fellini"	1979	59.4271816465805	57.5699143313489
"Federico Fellini"	1981	59.4294425087108	57.5715737514518
"Federico Fellini"	1986	59.4328639860647	57.575119756133
"Federico Sanchez"	2004	59.4300435413643	57.5698113207547
"Federico Vacalebre"	2011	59.4304164852706	57.5743723697577
"Fedor Ozep"	1929	59.4300638421358	57.5805281485781
"Felicity Price"	2013	59.4286957783258	57.5823298998984
"Felipe Braga"	2015	59.4302291847984	57.5832608064984
"Felipe Bragança"	2012	59.4295866569978	57.5810007251632
"Felipe Cazals"	2006	59.4322795823666	57.5857018561485
"Felipe Marino"	2015	59.4250507393447	57.5856770078284
"Felipe Sholl"	2012	59.427018408465	57.5903754167271
"Felix Chong"	2002	59.4321739130435	57.595652173913
"Felix Chong"	2003	59.4355890450659	57.5981741776554
"Felix Chong"	2005	59.4374094465372	57.5946102578963
"Felix Herngren"	2015	59.4387947269303	57.5959727654643
"Felix Jackson"	1939	59.4419177288528	57.6021147161066
"Felix Moeller"	2010	59.4396813902969	57.6062273714699
"Felix Thompson"	2016	59.4415001448016	57.6114972487692
"Felix Van Groeningen"	2004	59.442160127407	57.6043144635877
"Felix Van Groeningen"	2010	59.4445570353214	57.6066878980892
"Felix Van Groeningen"	2013	59.4482558981039	57.6102185555073
"Femke Wolting"	2014	59.4479015918958	57.615484804631
"Feng Li"	2004	59.455150462963	57.6252893518519
"Fenton Bailey"	2003	59.457399103139	57.6211485606828
"Fenton Bailey"	2005	59.458345386173	57.6248192074053
"Feride Çiçekoglu"	1991	59.4617498192336	57.6284887924801
"Fernanda Rossi"	2016	59.4665991902834	57.6244939271255
"Fernando Barreda Luna"	2011	59.4621945930317	57.624259071852
"Fernando Castets"	2012	59.4615495808037	57.6220005782018
"Fernando Cayo"	2007	59.4653851712675	57.626246567423
"Fernando Coimbra"	2015	59.4689306358381	57.6300578034682
"Fernando de Felipe"	2004	59.4646727351539	57.6223089148967
"Fernando Eimbcke"	2006	59.4673504767408	57.6269864201098
"Fernando Eimbcke"	2008	59.467716307959	57.6306514516828
"Fernando León de Aranoa"	2003	59.4715482380127	57.6338821490468
"Fernando León de Aranoa"	2016	59.4707581227437	57.6361010830325
"Fernando Luna"	2011	59.4663586485706	57.6358648570604
"Fernando Trueba"	2013	59.4655695106107	57.637505413599
"Fernando Trueba"	2017	59.46146073903	57.6333718244804
"Fernando Vallejo"	2001	59.4625487083273	57.6361668350411
"Feroz Abbas Khan"	2007	59.4642135642136	57.6336219336219
"Feroz Khan"	2007	59.4658779396912	57.6310777665561
"Ferzan Ozpetek"	2004	59.469705712637	57.6319965377957
"Ferzan Ozpetek"	2010	59.4716572912159	57.6339247079187
"Fibe Ma"	1995	59.4723103547736	57.6370060571099
"Fibe Ma"	1997	59.4700793078587	57.6346070656092
"Fin Edquist"	2015	59.4678489042676	57.6326412918108
"Fina Torres"	2011	59.4651866801211	57.6273605304887
"Finn Taylor"	2002	59.4645430959931	57.6264053041222
"Finn Taylor"	2017	59.4670701830235	57.6304943075371
"Fiona Gordon (II)"	2005	59.4680115273775	57.6321325648415
"Fiona Gordon (II)"	2012	59.4676559573549	57.636795850742
"Fiona Gordon (II)"	2017	59.4690290982426	57.6404494382022
"Fiona Seres"	2015	59.4639204954631	57.6379086850065
"Fiore Derosa"	2016	59.4670218894009	57.6379608294931
"Flint Dille"	1991	59.4670986321094	57.6361411087113
"Flint Dille"	2005	59.4615606104233	57.6294270083501
"Flip Kobler"	1998	59.4572538860104	57.6217616580311
"Flip Kobler"	2000	59.4557490286372	57.6199453158728
"Flip Kobler"	2001	59.4509352517986	57.6159712230216
"Florence Postal"	1930	59.4521651560926	57.6220687670839
"Florence Ryerson"	1939	59.456415420023	57.6280207134638
"Florence Vignon"	2008	59.4586509420394	57.6326765424996
"Florence Vignon"	2010	59.459735404084	57.6363244176014
"Florent de la Tullaye"	2011	59.4629762760604	57.6414090582315
"Florent Emilio Siri"	2007	59.4637722829212	57.6413168487637
"Floria Sigismondi"	2010	59.4631306597671	57.6429495472186
"Florian Henckel von Donnersmarck"	2006	59.4683817188847	57.6478873239437
"Florian Henckel von Donnersmarck"	2010	59.4658715332663	57.6424773674378
"Florin Serban"	2011	59.4652298850575	57.6435344827586
"Floyd Mutrux"	1980	59.4667432840109	57.6381267059331
"Floyd Mutrux"	1992	59.4711289859236	57.6406205113473
"Forrest J Ackerman"	1967	59.4722102542008	57.6423955191728
"Forrest Smith"	2004	59.4691269385411	57.6367030442275
"Forry Smith"	2004	59.4660445082556	57.6310122038765
"Frédéric Auburtin"	2015	59.4592305483778	57.6227390180879
"Frédéric Bénudis"	2008	59.4613176403043	57.6265250466485
"Frédéric Fonteyne"	2005	59.4631171067738	57.6300229621125
"Fran Walsh"	1993	59.4669249533649	57.634093844167
"Fran Walsh"	1994	59.4703012912482	57.6390243902439
"Fran Walsh"	2001	59.4753980777507	57.6438100702912
"Fran Walsh"	2002	59.4804934021802	57.6491681009753
"Fran Walsh"	2003	59.4842965724939	57.6542377742722
"Fran Walsh"	2005	59.4829366217379	57.6580154860912
"Fran Walsh"	2009	59.4818637992832	57.6541935483871
"Fran Walsh"	2012	59.4852350917431	57.6551032110092
"Fran Walsh"	2013	59.4888920739573	57.6574458936506
"François-Olivier Rousseau"	2010	59.4859558612783	57.6564918314703
"François-Olivier Rousseau"	2011	59.4851697950996	57.6604098008311
"François Bégaudeau"	2008	59.4883954154728	57.6657593123209
"François Girard"	1993	59.4923363414984	57.6702478154992
"François Girard"	1999	59.4968490403896	57.6725866513893
"François Girard"	2007	59.4924817413719	57.665330087355
"François Lelord"	2014	59.4926975945017	57.6625143184422
"François Margolin"	2007	59.4928428285142	57.669195533925
"François Ozon"	2001	59.4962072420209	57.6743953055675
"François Ozon"	2003	59.4972810532341	57.6781625643961
"François Ozon"	2009	59.49377593361	57.6789240234654
"François Ozon"	2011	59.493991416309	57.6825464949928
"François Ozon"	2014	59.4942068373623	57.6847375196681
"François Ozon"	2015	59.4942791762014	57.6879290617849
"François Sarano"	2010	59.4963534963535	57.6912626912627
"François Truffaut"	1959	59.5012868172719	57.6973119816986
"François Truffaut"	1962	59.5097198399085	57.7078330474557
"François Truffaut"	1964	59.5135057881949	57.7127340288695
"François Truffaut"	1966	59.5152900828808	57.7160617319234
"François Truffaut"	1973	59.5197885412202	57.7221031575939
"Franc Roddam"	1979	59.5231428571429	57.7281428571429
"Franc Roddam"	1988	59.5213540922725	57.7270389944294
"Franc. Reyes"	2002	59.5217080834047	57.7217937732077
"Franc. Reyes"	2007	59.5227759531629	57.715693274311
"Frances Goodrich"	1934	59.527698458024	57.7213021130782
"Frances Goodrich"	1936	59.5319057815846	57.7273376159886
"Frances Goodrich"	1939	59.5355409648872	57.7306594347702
"Frances Goodrich"	1946	59.540602254888	57.7358355929784
"Frances Goodrich"	1948	59.5465829647596	57.7423312883436
"Frances Goodrich"	1949	59.5493580599144	57.7442225392297
"Frances Goodrich"	1950	59.5514191984025	57.7492511767223
"Frances Goodrich"	1951	59.5517683970337	57.7552766685682
"Frances Goodrich"	1954	59.555682304292	57.7595893340938
"Frances Goodrich"	1959	59.5580268035358	57.7621899059025
"Frances Goodrich"	1991	59.5595153243051	57.7640769779045
"Frances H. Flaherty"	1948	59.5592930444698	57.7672462941847
"Frances Marion"	1930	59.560923471569	57.7708422402736
"Frances Marion"	1931	59.5635508691935	57.7744371615845
"Frances Marion"	1933	59.5656076364154	57.7804530559909
"Frances Marion"	1936	59.5689458689459	57.7853276353276
"Frances Walsh"	1996	59.5705739923088	57.7859279304942
"Francesca Gregorini"	2011	59.5659356308744	57.7794075761891
"Francesca Gregorini"	2014	59.5622953153923	57.7760216431724
"Francesca Marciano"	2014	59.560791571754	57.7771924829157
"Francesco Bruni"	2003	59.5632740213523	57.7816370106762
"Francesco Bruni"	2011	59.5647594648449	57.7850839738116
"Francesco Bruni"	2015	59.5672406432332	57.7885299558844
"Francesco Cinquemani"	2016	59.5606146841207	57.7803073420603
"Francesco Lucente"	2007	59.5596813202447	57.774505619576
"Francesco Piccolo"	2007	59.5598862019915	57.7778093883357
"Francesco Piccolo"	2011	59.5613710709714	57.7812544446025
"Francesco Piccolo"	2012	59.5607224118316	57.7821387940842
"Francesco Piccolo"	2015	59.5632020474904	57.7855822550832
"Francesco Piccolo"	2016	59.5632641455786	57.7897355700881
"Francis Blanche"	1973	59.5665955934613	57.7897654584222
"Francis Edward Faragoh"	1931	59.5726872246696	57.8004831604377
"Francis Edward Faragoh"	1944	59.5754475703325	57.8044899119068
"Francis Edwards Faragoh"	1931	59.5815340909091	57.8151988636364
"Francis Edwards Faragoh"	1944	59.5842920039767	57.8192018179236
"Francis Ford"	1990	59.5869071286566	57.8205055381994
"Francis Ford Coppola"	1963	59.5835581428369	57.8218088882578
"Francis Ford Coppola"	1966	59.5877927608233	57.8258339247693
"Francis Ford Coppola"	1969	59.5881351121204	57.8292648311098
"Francis Ford Coppola"	1970	59.5928764013055	57.8345395203633
"Francis Ford Coppola"	1972	59.5983257661748	57.8402383654938
"Francis Ford Coppola"	1974	59.6061551552971	57.8486739469579
"Francis Ford Coppola"	1979	59.6110323312535	57.8540839478162
"Francis Ford Coppola"	1982	59.6113710477811	57.8526867999433
"Francis Ford Coppola"	1983	59.617434443657	57.8551381998583
"Francis Ford Coppola"	1984	59.6167800453515	57.8572845804989
"Francis Ford Coppola"	1997	59.6192433045203	57.8608473855746
"Francis Ford Coppola"	2001	59.6235477472372	57.8658260130349
"Francis Ford Coppola"	2007	59.6213344666383	57.8620201161638
"Francis Lacassin"	1963	59.6245042492918	57.8665722379603
"Francis Lee"	2017	59.6280980031157	57.8723976773828
"Francis Lelord"	2014	59.6282922684792	57.8695836873407
"Francis Roux"	2003	59.6321676341498	57.8749823021379
"Francis Veber"	1979	59.635617214043	57.8809456398641
"Francis Veber"	1981	59.6389242745931	57.87983014862
"Francis Veber"	1989	59.6375601471837	57.8736201528446
"Francis Veber"	1999	59.6418565162021	57.8757605773313
"Francis Veber"	2001	59.6444538766271	57.8795981890209
"Francis Veber"	2007	59.645635874947	57.881312774084
"Francis Verber"	1979	59.649080622348	57.887270155587
"Francisco Zegers"	2017	59.6431904963937	57.88516475746
"Franck Ekinci"	2016	59.6455033936652	57.8905542986425
"Franck Khalfoun"	2007	59.6421603280079	57.8873179697441
"Franck Khalfoun"	2017	59.6385354820469	57.8832343794176
"Franck Magnier"	2008	59.6411307420495	57.8856537102473
"Franck Mancuso"	2005	59.644149236857	57.8916054267948
"Franck Vestiel"	2007	59.6405256464604	57.8895012010739
"Franco Amurri"	1994	59.6378920599039	57.8883865498728
"Franco Arcalli"	1972	59.6402034185619	57.8915101002966
"Franco Arcalli"	1977	59.6437853107345	57.8899717514124
"Franco Arcalli"	1984	59.6486371981359	57.8939415336817
"Franco Brusati"	1968	59.6506636543349	57.8994634284101
"Franco Brusati"	1971	59.6533954539037	57.9054073132853
"Franco Ferrini"	1984	59.6582439299831	57.9093732354602
"Franco Ferrini"	1985	59.6601749929438	57.9116567880327
"Franco Ferrini"	1987	59.6578241851277	57.9113870467052
"Franco Ferrini"	1989	59.6563205417607	57.9122460496614
"Franco Ferrini"	1990	59.6528424319368	57.9118352376922
"Franco Ferrini"	1996	59.6514809590973	57.914245416079
"Franco Rossetti"	1966	59.654914680581	57.9190523198421
"Franco Solinas"	1967	59.6598984771574	57.9248448956571
"Franco Solinas"	1969	59.6629070914987	57.9286620611871
"Franco Zeffirelli"	1967	59.6649281082605	57.9324781505498
"Franco Zeffirelli"	1968	59.6669485553207	57.937984496124
"Franco Zeffirelli"	1972	59.6695321307779	57.9357384441939
"Franco Zeffirelli"	1990	59.6694377906158	57.9382837818797
"Franco Zeffirelli"	1996	59.6704705550859	57.9405466328543
"Franco Zeffirelli"	2004	59.669812649669	57.9383011691788
"Frank A Miller"	1990	59.6664788732394	57.9345070422535
"Frank A. Cappello"	2005	59.6682157442614	57.9328263624842
"Frank A. Cappello"	2007	59.6685440720924	57.935792734441
"Frank Antonelli"	2008	59.6664789525553	57.9304519217232
"Frank Barhydt"	1979	59.6631475225225	57.9241272522523
"Frank Barhydt"	1996	59.6606615059817	57.9248416608023
"Frank Burt"	1955	59.663242330425	57.9307627357163
"Frank Butler"	1934	59.6684018007878	57.9425998874508
"Frank Butler"	1940	59.6697144464763	57.9485159656773
"Frank Butler"	1942	59.6717299578059	57.9544303797468
"Frank Butler"	1944	59.674166783856	57.9572493320208
"Frank Butler"	1952	59.6753831013637	57.9578237030789
"Frank Butler"	2001	59.6758504357605	57.9617655327523
"Frank Cappello"	1991	59.6719606465214	57.9560084328883
"Frank Cappello"	2005	59.6736930860034	57.9543282743114
"Frank Cappello"	2007	59.6740199522271	57.9572853730504
"Frank Capra"	1946	59.678982860354	57.962348974431
"Frank Cavett"	1944	59.6814159292035	57.9651636465796
"Frank Cavett"	1952	59.6807584269663	57.963202247191
"Frank Corvett"	1944	59.6831905631232	57.9660160089875
"Frank Cottrell Boyce"	1996	59.6832350463353	57.9686885706262
"Frank Cottrell Boyce"	1997	59.6852449810473	57.9717815527165
"Frank Cottrell Boyce"	1998	59.6885176866929	57.9757158899495
"Frank Cottrell Boyce"	2000	59.6870175438596	57.9762807017544
"Frank Cottrell Boyce"	2002	59.6908504069604	57.980213303396
"Frank Cottrell Boyce"	2004	59.6907534727094	57.9792338992564
"Frank Cottrell Boyce"	2005	59.6930415263749	57.9827441077441
